video, title, thumbnail, description, hosted_at, flight_start_time, flight_end_time, labels,  metadata:type_1,  metadata:type_2,  metadata:type_3, embed_code, id
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1663136184_bikejump.flv,World Record Bike Jump,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1663142679_asset-1215848313384.jpg?pubId=1614694952,Ronnie Renner attempts to break the world record for highest jump on a motorcross bike on Santa Monica Pier.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1663136184_bikejump.flv,2008-07-07T04:19:02-0500,null,/World Record;/Ronnie Renner;/red bull experiment;/motorcross;/santa monica pier;/jump,World Record,Ronnie Renner,red bull experiment,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1662475286' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1662475286
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1664544112_immigrant.flv,Valley as Ellis Island: The Ramirez Family,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1664538129_asset-1215931862983.jpg?pubId=1614694952,Edwin Ramirez. who came to the United States from El Salvador in 1974. talks about settling in Pacoima to raise a family and the American Dream.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1664544112_immigrant.flv,2008-07-07T04:19:02-0500,null,/pacoima;/edwin ramirez;/family;/immigration;/Ellis Island,pacoima,edwin ramirez,family,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1664436900' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1664436900
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1668501860_Parkyouth3.flv,Park program gives another chance,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1668034337_Parkyouth3.jpg?pubId=1614694952,Park program gives another chance.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1668501860_Parkyouth3.flv,2008-07-14T11:16:26-0500,null,/park;/immigration;/recreation;/Emplyoment;/business;/city,park,immigration,recreation,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1667941217' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1667941217
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1670077866_alvarezsentncing.flv,Juan Alvarez gets life in prison in Glendale train crash,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1670067452_asset-1216176720429.jpg?pubId=1614694952,Juan Alvarez. who was convicted first degree murder for causing the January 2005 Glendale Metrolink derailment that killed 11 people. was sentenced to life in prison July 15. 2008. Jurors and relatives of the discuss the decision.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1670077866_alvarezsentncing.flv,2008-07-14T11:16:26-0500,null,/,,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1670074640' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1670074640
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1674222811_sinkhole-video.flv,Massive sinkhole closes freeway,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1674222819_asset-1216347739012.jpg?pubId=1614694952,A massive sinkhole shut down the northbound lanes of the Pasadena 110 freeway. July 17. 2008. Caltrans was on scene to repair a damaged drainage pipe.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1674222811_sinkhole-video.flv,2008-07-14T11:16:26-0500,null,/110;/CALTRANS;/repair;/Pasadena;/freeway;/sink hole,110,CALTRANS,repair,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1674063222' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1674063222
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1676328258_2008-Porsche-Boxter-SdefaultFlv-medianewsgroup.flv,Drive Time: 2008 Porsche Boxster S,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_2474386001_porsche-boxster-thumb.jpg?pubId=1614694952,Drive Time columnist Greg Wilcox test drives the 2008 Porsche Boxster S. Photos and Video by John Lazar / L.A. Daily News Staff Photographer,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1676328258_2008-Porsche-Boxter-SdefaultFlv-medianewsgroup.flv,2008-11-17T07:30:22-0600,null,/,,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1676332480' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1676332480
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1676328263_Magic-of-the-Mountain-MuseumdefaultFlv-medianewsgroup.flv,Magic of the Mountain Museum,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_13352087001_asset-1234894637698.jpg?pubId=1614694952,Six Flags Magic Mountain prepare their memorabilia museum in the Sky Tower.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1676328263_Magic-of-the-Mountain-MuseumdefaultFlv-medianewsgroup.flv,2008-12-03T06:11:32-0600,null,/,,,,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1676332485' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1676332485
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1678236148_BAKEWELL.flv,Awake and singing during brain surgery,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1678253606_BAKEWELL-thumb.jpg?pubId=1614694952,Musician Dominic Bakewell was diagnosed with a brain tumor. but doctors fear an operation to remove it could leave him unable to speak and sing. So he underwent an "awake surgery" -- he sang as doctors mapped his brain to determine where to cut.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1678236148_BAKEWELL.flv,2008-12-03T06:11:32-0600,null,/music;/awake surgery;/Dominic Bakewell;/Brain tumor;/surgery,music,awake surgery,Dominic Bakewell,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1676369373' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1676369373
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1680545447_sanferrecall.flv,San Fernando City Council recall,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1679949174_sanferrecall-thumb.jpg?pubId=1614694952,An increasing number of San Fernando city residents have grown dissatisfied with the city's leadership. prompting them to launch a recall effort against two city council members.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1680545447_sanferrecall.flv,2008-12-03T06:11:32-0600,null,/California;/politics;/san fernando;/recall;/city council,California,politics,san fernando,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1680570934' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1680570934
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1697201826_sickdog.flv,Shelter seeks to reunite homeless man with dog,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1697189021_sickdog.jpg?pubId=1614694952,Shelter seeks to reunite homeless man with dog,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1697201826_sickdog.flv,2008-07-28T08:53:50-0500,null,/pet;/homeless;/News;/animal shelter,pet,homeless,News,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1697162758' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1697162758
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1699279496_quake-final.flv,Earthquake flashback,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1699806408_quake-final-thumb.jpg?pubId=1614694952,Residents compare the magnitude-5.4 temblor felt Tuesday to the 1994 Northridge Earthquake.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1699279496_quake-final.flv,2008-07-28T08:53:50-0500,null,/chino hills;/Northridge;/earthquake;/magnitude 5.4,chino hills,Northridge,earthquake,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1699225425' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1699225425
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1701230784_ATFGUNS.flv,Crackdown on South Los Angeles gangs,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1701205058_ATFGUNS.jpg?pubId=1614694952,Bureau of Alcohol. Tobacco and Firearms and the Los Angeles Police Department raided homes in South L.A.. arresting members of the Crips and Bloods and seizing over 100 guns.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1701230784_ATFGUNS.flv,2008-07-30T01:52:55-0500,null,/crips;/LAPD;/guns;/Gangs;/Bloods;/atf;/News,crips,LAPD,guns,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1701226748' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1701226748
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1707887582_gangmarch.flv,"March for Kids" takes on gangs,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1708375986_gangmarch-thumb.jpg?pubId=1614694952,A Better LA and Unity One staged "March for Kids" at the Los Angeles Memorial Coliseum to rally support against gang violence.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1707887582_gangmarch.flv,2008-07-30T01:52:55-0500,null,/march;/Gangs;/march for kids;/News;/Los Angeles,march,Gangs,march for kids,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1705742598' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1705742598
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1709858703_FIREFinal.flv,Getting ready for fire season,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1709867226_asset-1217828712079.jpg?pubId=1614694952,Firefighters prepare for what could be worst fire season on record in the Southern California area.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1709858703_FIREFinal.flv,2008-07-30T01:52:55-0500,null,/LAFD;/California;/safety;/preparedness;/fire fighters;/dry brush;/fire,LAFD,California,safety,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1709838942' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1709838942
http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1711710848_treasure-final2.flv,Cops find buried loot,http://brightcove.vo.llnwd.net/e1/pd/1614694952/1614694952_1711709351_treasure-final2.jpg?pubId=1614694952,Los Angeles police detectives uncover stolen jewelry believed to have been stolen from L.A.'s most prolific burglar.,http://brightcove.vo.llnwd.net/e1/uds/pd/1614694952/1614694952_1711710848_treasure-final2.flv,2008-07-30T01:52:55-0500,null,/Van Nuys;/Burglary;/LAPD;/police;/Los Angeles,Van Nuys,Burglary,LAPD,<!-- Start of Brightcove Player --><div style='display:none'></div><script language='JavaScript' type='text/javascript' src='http://admin.brightcove.com/js/BrightcoveExperiences.js'></script><object id='myExperience' class='BrightcoveExperience'><param name='bgcolor' value='#FFFFFF' /><param name='width' value='654' /><param name='height' value='410' /><param name='playerID' value='1709855769' /><param name='playerKey' value='' /><param name='isVid' value='true' /><param name='isUI' value='true' /><param name='dynamicStreaming' value='true' /></object><script type='text/javascript'>brightcove.createExperiences();</script><!-- End of Brightcove Player -->,1709855769
